OrderID,OrderDate,ShipDate,CustomerID,CustomerName,Region,City,ProductCategory,ProductSubCategory,ProductName,Quantity,UnitPrice,Discount,Sales,Profit,PaymentMode,ShipMode,Returned,CustomerSegment,SalesPerson,Rating,Month,Year,DeliveryDate,Feedback,Supplier,Country,CostPrice,Margin,Tax,product_key_match,item_id,short_description,link,width,height,depth,designer
O1223,2023-02-21,2023-02-26,CUST101,John Smith,Oceania,Sydney,Kitchen,Appliances,LAGAN Fridge,1.0,600,0.0,600.0,240.0,NetBanking,Second Class,No,Home Office,Karan Mehta,5.0,2.0,2023.0,2023-03-03,Excellent,Swedwood,Australia,350.0,40.0,60.0,LAGAN,,,,,,,
O1224,2024-08-01,2024-08-06,CUST444,Kenji Tanaka,North America,Chicago,Textiles,Rugs,VINDUM Rug,8.0,250,0.1,1800.0,630.0,Credit Card,Standard Class,No,Corporate,Sofia Karlsson,5.0,8.0,2024.0,2024-08-11,Positive,Local Supplier JP,USA,180.0,35.0,180.0,VINDUM,,,,,,,
O1225,2023-01-27,2023-02-01,CUST711,Fatima Al Marzooqi,Europe,Berlin,Furniture,Chairs,MILLBERGET Swivel Chair,5.0,150,0.0,750.0,320.8,PayPal,First Class,Yes,Consumer,Juan Garcia,4.0,1.0,2023.0,2023-02-04,Neutral,ABC Distributors,Germany,80.0,42.77,75.0,MILLBERGET,90339412.0,        Swivel chair,https://www.ikea.com/sa/en/p/millberget-swivel-chair-bomstad-black-90339412/,,,65.0,Ola Wihlborg
O1226,2024-03-12,2024-03-17,CUST583,Lars Anderson,Asia,Shanghai,Lighting,Lamps,HEKTAR Floor Lamp,3.0,930.56,0.05,2651.09,954.39,UPI,Same Day,No,Home Office,Aya Sato,5.0,3.0,2024.0,2024-03-17,Negative,FurniMart,China,529.62,36.0,265.11,HEKTAR,,,,,,,
O1227,2023-07-21,2023-07-26,CUST957,Maria Rodriguez,North America,Vancouver,Kitchen,Dinnerware,OFTAST Plate,10.0,1.49,0.0,14.9,4.86,NetBanking,Second Class,No,Corporate,Omar Hassan,3.0,7.0,2023.0,2023-07-30,Excellent,OfficeHub,Canada,0.85,32.61,1.49,OFTAST,,,,,,,
O1228,2024-11-13,2024-11-18,CUST406,David Chen,Europe,London,Textiles,Bedding,FÄLTSKÄR Sheet Set,4.0,993.45,0.0,3973.8,1340.0,Credit Card,Standard Class,No,Consumer,Emily White,5.0,11.0,2024.0,2024-11-23,Positive,IKEA Industry,UK,504.6,33.72,397.38,FÄLTSKÄR,,,,,,,
O1229,2023-04-10,2023-04-15,CUST649,Emily White,Asia,Tokyo,Furniture,Sofas,KLIPPAN Loveseat,1.0,773.41,0.1,696.07,200.0,PayPal,First Class,No,Home Office,Rohit Kumar,4.0,4.0,2023.0,2023-04-18,Neutral,Swedwood,Japan,585.16,28.73,69.61,KLIPPAN,9251777.0,        2-seat sofa,https://www.ikea.com/sa/en/p/klippan-2-seat-sofa-kabusa-dark-grey-s09251777/,180.0,66.0,88.0,IKEA of Sweden
O1230,2024-08-25,2024-08-30,CUST168,John Smith,North America,Toronto,Storage,Shelving Unit,HEMNES Storage,11.0,86.99,0.0,956.89,358.55,UPI,Same Day,No,Corporate,Anita Desai,5.0,8.0,2024.0,2024-08-30,Negative,Local Supplier JP,Canada,50.04,37.47,95.69,HEMNES,89931560.0,"        Bed frame,          140x200 cm",https://www.ikea.com/sa/en/p/hemnes-bed-frame-white-stain-s89931560/,154.0,,,IKEA of Sweden/Carina Bengs
O1231,2023-12-05,2023-12-10,CUST790,Kenji Tanaka,Middle East,Dubai,Lighting,Lamps,LERSTA Floor Lamp,7.0,5.99,0.0,41.93,16.5,NetBanking,Second Class,No,Consumer,Karan Mehta,3.0,12.0,2023.0,2023-12-14,Excellent,ABC Distributors,UAE,3.35,39.35,4.19,LERSTA,,,,,,,
O1232,2024-05-18,2024-05-23,CUST883,Maria Rodriguez,Asia,Mumbai,Kitchen,Appliances,LAGAN Fridge,2.0,600,0.0,1200.0,420.0,Credit Card,Standard Class,No,Home Office,Sofia Karlsson,5.0,5.0,2024.0,2024-05-28,Positive,FurniMart,India,350.0,35.0,120.0,LAGAN,,,,,,,
O1233,2023-09-15,2023-09-20,CUST550,David Chen,Europe,London,Furniture,Tables,LINNMON/ADILS Desk,3.0,260.12,0.1,702.32,285.59,PayPal,First Class,No,Corporate,Juan Garcia,4.0,9.0,2023.0,2023-09-23,Neutral,OfficeHub,UK,137.91,40.66,70.23,LINNMON/ADILS,,,,,,,
O1234,2024-04-19,2024-04-24,CUST444,Emily White,North America,Los Angeles,Storage,Wardrobes,PAX Wardrobe,1.0,737.91,0.0,737.91,250.84,UPI,Same Day,No,Consumer,Aya Sato,5.0,4.0,2024.0,2024-04-24,Negative,IKEA Industry,USA,432.22,34.0,73.79,PAX,29385672.0,"        Wardrobe combination,          150x58x201 cm",https://www.ikea.com/sa/en/p/pax-wardrobe-combination-white-s29385672/,150.0,201.0,58.0,IKEA of Sweden/Ehlén Johansson
O1235,2023-08-08,2023-08-13,CUST740,John Smith,Middle East,Dubai,Textiles,Rugs,STOENSE Rug,5.0,140.91,0.0,704.55,240.54,NetBanking,Second Class,Yes,Home Office,Omar Hassan,3.0,8.0,2023.0,2023-08-17,Excellent,Swedwood,UAE,93.24,34.14,70.46,STOENSE,,,,,,,
O1236,2024-12-28,2025-01-02,CUST211,Kenji Tanaka,Asia,Tokyo,Lighting,Lamps,HEKTAR Floor Lamp,4.0,930.56,0.2,2977.79,967.87,Credit Card,Standard Class,No,Corporate,Emily White,4.0,12.0,2024.0,2025-01-07,Positive,Local Supplier JP,Japan,529.62,32.5,297.78,HEKTAR,,,,,,,
O1237,2023-05-02,2023-05-07,CUST610,Fatima Al Marzooqi,Europe,Manchester,Furniture,Sofas,GRÖNLID Sofa,1.0,650,0.0,650.0,209.68,PayPal,First Class,No,Consumer,Rohit Kumar,5.0,5.0,2023.0,2023-05-10,Neutral,ABC Distributors,UK,350.0,32.26,65.0,GRÖNLID,29278101.0,        2-seat sofa-bed,https://www.ikea.com/sa/en/p/groenlid-2-seat-sofa-bed-ljungen-dark-red-s29278101/,196.0,104.0,98.0,IKEA of Sweden/Francis Cayouette/Ehlén Johansson
O1238,2024-07-08,2024-07-13,CUST798,Lars Anderson,North America,Toronto,Storage,Shelving Unit,BILLY Bookcase,6.0,271.04,0.05,1544.52,583.56,UPI,Same Day,No,Home Office,Anita Desai,4.0,7.0,2024.0,2024-07-13,Negative,FurniMart,Canada,153.38,37.78,154.45,BILLY,263850.0,"        Bookcase,          80x28x202 cm",https://www.ikea.com/sa/en/p/billy-bookcase-white-00263850/,80.0,202.0,28.0,Gillis Lundgren
O1239,2023-11-10,2023-11-15,CUST777,Maria Rodriguez,Asia,Mumbai,Kitchen,Dinnerware,OFTAST Plate,12.0,1.49,0.0,17.88,5.85,NetBanking,Second Class,No,Corporate,Karan Mehta,5.0,11.0,2023.0,2023-11-19,Excellent,OfficeHub,India,0.85,32.72,1.79,OFTAST,,,,,,,
O1240,2024-06-20,2024-06-25,CUST406,David Chen,Europe,Madrid,Textiles,Bedding,GULLKLOCKA Duvet,3.0,59.99,0.1,161.97,28.0,Credit Card,Standard Class,No,Consumer,Sofia Karlsson,3.0,6.0,2024.0,2024-06-30,Positive,IKEA Industry,Spain,42.0,17.29,16.2,GULLKLOCKA,,,,,,,
O1241,2023-01-15,2023-01-20,CUST991,Emily White,North America,New York,Furniture,Chairs,ODGER Chair,8.0,448.33,0.0,3586.64,1496.0,PayPal,First Class,No,Home Office,Juan Garcia,5.0,1.0,2023.0,2023-01-23,Neutral,Swedwood,USA,212.72,41.71,358.66,ODGER,70308685.0,        Swivel chair,https://www.ikea.com/sa/en/p/odger-swivel-chair-white-beige-70308685/,68.0,,68.0,J Löfgren/J Pettersson
O1242,2024-09-02,2024-09-07,CUST130,John Smith,Oceania,Melbourne,Lighting,Lamps,FADO Table Lamp,4.0,22,0.0,88.0,38.35,UPI,Same Day,No,Corporate,Aya Sato,4.0,9.0,2024.0,2024-09-07,Negative,Local Supplier JP,Australia,10.0,43.58,8.8,FADO,,,,,,,
O1243,2023-03-24,2023-03-29,CUST711,Kenji Tanaka,Asia,Tokyo,Kitchen,Appliances,TILLREDA Portable Induction Hob,5.0,957.28,0.0,4786.4,1568.17,NetBanking,Second Class,No,Consumer,Omar Hassan,5.0,3.0,2023.0,2023-04-02,Excellent,ABC Distributors,Japan,507.99,32.76,478.64,TILLREDA,,,,,,,
O1244,2024-01-05,2024-01-10,CUST550,Fatima Al Marzooqi,Europe,Manchester,Furniture,Tables,INGATORP Dining Table,1.0,546.04,0.05,518.74,174.45,Credit Card,Standard Class,Yes,Home Office,Emily White,3.0,1.0,2024.0,2024-01-15,Positive,FurniMart,UK,342.14,33.63,51.87,INGATORP,29917307.0,"        Table and 4 chairs,          155 cm",https://www.ikea.com/sa/en/p/ingatorp-ingolf-table-and-4-chairs-white-s29917307/,87.0,74.0,,Carina Bengs
O1245,2023-05-09,2023-05-14,CUST880,Lars Anderson,North America,Chicago,Storage,Shelving Unit,KALLAX Shelf,10.0,49.99,0.0,499.9,199.96,PayPal,First Class,No,Corporate,Rohit Kumar,5.0,5.0,2023.0,2023-05-17,Neutral,OfficeHub,USA,30.0,40.0,49.99,KALLAX,20275814.0,"        Shelving unit,          77x77 cm",https://www.ikea.com/sa/en/p/kallax-shelving-unit-white-20275814/,77.0,77.0,39.0,Tord Björklund
O1246,2024-09-15,2024-09-20,CUST401,Maria Rodriguez,Asia,Shanghai,Textiles,Rugs,VINDUM Rug,2.0,250,0.0,500.0,180.0,UPI,Same Day,No,Consumer,Anita Desai,4.0,9.0,2024.0,2024-09-20,Negative,IKEA Industry,China,180.0,36.0,50.0,VINDUM,,,,,,,
O1247,2023-02-04,2023-02-09,CUST333,David Chen,Oceania,Melbourne,Lighting,Lamps,LERSTA Floor Lamp,11.0,5.99,0.1,59.3,25.0,NetBanking,Second Class,No,Home Office,Karan Mehta,5.0,2.0,2023.0,2023-02-14,Excellent,Swedwood,Australia,3.35,42.16,5.93,LERSTA,,,,,,,
O1248,2024-07-23,2024-07-28,CUST521,Emily White,North America,Vancouver,Kitchen,Dinnerware,FÄRGRIK Bowl,15.0,1.89,0.0,28.35,11.45,Credit Card,Standard Class,Yes,Corporate,Sofia Karlsson,3.0,7.0,2024.0,2024-08-02,Positive,Local Supplier JP,Canada,1.1,40.39,2.84,FÄRGRIK,,,,,,,
O1249,2023-11-20,2023-11-25,CUST755,John Smith,Europe,London,Furniture,Sofas,KIVIK Sofa,1.0,799,0.0,799.0,258.11,PayPal,First Class,No,Consumer,Juan Garcia,5.0,11.0,2023.0,2023-11-28,Neutral,ABC Distributors,UK,450.0,32.3,79.9,KIVIK,79305512.0,        Chaise longue,https://www.ikea.com/sa/en/p/kivik-chaise-longue-skiftebo-dark-grey-s79305512/,90.0,83.0,163.0,Ola Wihlborg
O1250,2024-05-06,2024-05-11,CUST914,Kenji Tanaka,Asia,Tokyo,Storage,Wardrobes,BRIMNES Wardrobe,6.0,321.05,0.0,1926.3,600.0,UPI,Same Day,No,Home Office,Aya Sato,4.0,5.0,2024.0,2024-05-11,Negative,FurniMart,Japan,205.1,31.15,192.63,BRIMNES,49278341.0,"        Bed frame w storage and headboard,          90x200 cm",https://www.ikea.com/sa/en/p/brimnes-bed-frame-w-storage-and-headboard-white-luroey-s49278341/,96.0,110.0,54.0,IKEA of Sweden/K Hagberg/M Hagberg
O1251,2023-08-11,2023-08-16,CUST666,Fatima Al Marzooqi,Middle East,Dubai,Lighting,Lamps,FADO Table Lamp,4.0,22,0.05,83.6,35.0,NetBanking,Second Class,No,Corporate,Omar Hassan,5.0,8.0,2023.0,2023-08-20,Excellent,OfficeHub,UAE,10.0,41.86,8.36,FADO,,,,,,,
O1252,2024-12-15,2024-12-20,CUST888,Lars Anderson,North America,Toronto,Textiles,Bedding,GULLKLOCKA Duvet,3.0,59.99,0.0,179.97,39.54,Credit Card,Standard Class,No,Consumer,Emily White,5.0,12.0,2024.0,2024-12-25,Positive,IKEA Industry,Canada,42.0,21.97,17.99,GULLKLOCKA,,,,,,,
O1253,2023-01-22,2023-01-27,CUST212,Maria Rodriguez,Europe,Madrid,Furniture,Chairs,ADDE Chair,10.0,11.2,0.0,112.0,48.3,PayPal,First Class,Yes,Home Office,Rohit Kumar,2.0,1.0,2023.0,2023-01-30,Neutral,Swedwood,Spain,5.92,43.12,11.2,ADDE,10219178.0,        Chair,https://www.ikea.com/sa/en/p/adde-chair-white-10219178/,39.0,77.0,47.0,Marcus Arvonen
O1254,2024-06-09,2024-06-14,CUST316,David Chen,Asia,Tokyo,Storage,Shelving Unit,BILLY Bookcase,7.0,271.04,0.1,1708.2,620.0,UPI,Same Day,No,Corporate,Anita Desai,4.0,6.0,2024.0,2024-06-14,Negative,Local Supplier JP,Japan,153.38,36.29,170.82,BILLY,263850.0,"        Bookcase,          80x28x202 cm",https://www.ikea.com/sa/en/p/billy-bookcase-white-00263850/,80.0,202.0,28.0,Gillis Lundgren
O1255,2023-04-16,2023-04-21,CUST552,Emily White,North America,New York,Lighting,Lamps,LERSTA Floor Lamp,5.0,5.99,0.0,29.95,12.83,NetBanking,Second Class,No,Consumer,Karan Mehta,5.0,4.0,2023.0,2023-04-25,Excellent,ABC Distributors,USA,3.35,42.84,2.99,LERSTA,,,,,,,
O1256,2024-08-29,2024-09-03,CUST980,John Smith,Europe,Berlin,Kitchen,Appliances,LAGAN Fridge,2.0,600,0.2,960.0,225.07,Credit Card,Standard Class,No,Home Office,Sofia Karlsson,5.0,8.0,2024.0,2024-09-08,Positive,FurniMart,Germany,350.0,23.44,96.0,LAGAN,,,,,,,
O1257,2023-10-01,2023-10-06,CUST880,Kenji Tanaka,Asia,Mumbai,Furniture,Sofas,GRÖNLID Sofa,1.0,650,0.0,650.0,209.68,PayPal,First Class,Yes,Corporate,Juan Garcia,3.0,10.0,2023.0,2023-10-09,Neutral,OfficeHub,India,350.0,32.26,65.0,GRÖNLID,29278101.0,        2-seat sofa-bed,https://www.ikea.com/sa/en/p/groenlid-2-seat-sofa-bed-ljungen-dark-red-s29278101/,196.0,104.0,98.0,IKEA of Sweden/Francis Cayouette/Ehlén Johansson
O1258,2024-04-22,2024-04-27,CUST559,Fatima Al Marzooqi,North America,Vancouver,Storage,Wardrobes,BRIMNES Wardrobe,7.0,321.05,0.0,2247.35,682.01,UPI,Same Day,No,Consumer,Aya Sato,5.0,4.0,2024.0,2024-04-27,Negative,IKEA Industry,Canada,205.1,30.35,224.74,BRIMNES,49278341.0,"        Bed frame w storage and headboard,          90x200 cm",https://www.ikea.com/sa/en/p/brimnes-bed-frame-w-storage-and-headboard-white-luroey-s49278341/,96.0,110.0,54.0,IKEA of Sweden/K Hagberg/M Hagberg
O1259,2023-08-22,2023-08-27,CUST180,Lars Anderson,Middle East,Dubai,Textiles,Rugs,STOENSE Rug,6.0,140.91,0.05,803.19,280.64,NetBanking,Second Class,No,Home Office,Omar Hassan,4.0,8.0,2023.0,2023-08-31,Excellent,Swedwood,UAE,93.24,36.88,80.32,STOENSE,,,,,,,
O1260,2024-12-04,2024-12-09,CUST840,Maria Rodriguez,Asia,Shanghai,Lighting,Lamps,HEKTAR Floor Lamp,5.0,930.56,0.0,4652.8,1655.43,Credit Card,Standard Class,No,Corporate,Emily White,5.0,12.0,2024.0,2024-12-14,Positive,Local Supplier JP,China,529.62,35.58,465.28,HEKTAR,,,,,,,
O1261,2023-02-18,2023-02-23,CUST463,David Chen,North America,Toronto,Kitchen,Dinnerware,FÄRGRIK Bowl,10.0,1.89,0.0,18.9,7.64,PayPal,First Class,Yes,Consumer,Rohit Kumar,3.0,2.0,2023.0,2023-02-26,Neutral,ABC Distributors,Canada,1.1,40.42,1.89,FÄRGRIK,,,,,,,
O1262,2024-07-01,2024-07-06,CUST790,Emily White,Europe,London,Furniture,Chairs,ODGER Chair,8.0,448.33,0.1,3227.98,1226.74,UPI,Same Day,No,Home Office,Anita Desai,5.0,7.0,2024.0,2024-07-06,Negative,FurniMart,UK,212.72,37.99,322.8,ODGER,70308685.0,        Swivel chair,https://www.ikea.com/sa/en/p/odger-swivel-chair-white-beige-70308685/,68.0,,68.0,J Löfgren/J Pettersson
O1263,2023-11-25,2023-11-30,CUST999,John Smith,Asia,Tokyo,Storage,Shelving Unit,BILLY Bookcase,7.0,271.04,0.0,1897.28,671.84,NetBanking,Second Class,No,Corporate,Karan Mehta,4.0,11.0,2023.0,2023-12-04,Excellent,OfficeHub,Japan,153.38,35.41,189.73,BILLY,263850.0,"        Bookcase,          80x28x202 cm",https://www.ikea.com/sa/en/p/billy-bookcase-white-00263850/,80.0,202.0,28.0,Gillis Lundgren
O1264,2024-03-20,2024-03-25,CUST754,Kenji Tanaka,North America,Chicago,Textiles,Bedding,FÄLTSKÄR Sheet Set,4.0,993.45,0.1,3576.42,1146.43,Credit Card,Standard Class,No,Consumer,Sofia Karlsson,5.0,3.0,2024.0,2024-03-30,Positive,IKEA Industry,USA,504.6,32.06,357.64,FÄLTSKÄR,,,,,,,
O1265,2023-07-13,2023-07-18,CUST617,Fatima Al Marzooqi,Europe,Madrid,Lighting,Lamps,FADO Table Lamp,4.0,22,0.0,88.0,38.35,PayPal,First Class,No,Home Office,Juan Garcia,3.0,7.0,2023.0,2023-07-21,Neutral,Swedwood,Spain,10.0,43.58,8.8,FADO,,,,,,,
O1266,2024-11-01,2024-11-06,CUST777,Lars Anderson,Asia,Mumbai,Kitchen,Appliances,LAGAN Fridge,2.0,600,0.0,1200.0,420.0,UPI,Same Day,No,Corporate,Aya Sato,5.0,11.0,2024.0,2024-11-06,Negative,Local Supplier JP,India,350.0,35.0,120.0,LAGAN,,,,,,,
O1267,2023-05-16,2023-05-21,CUST211,Maria Rodriguez,North America,Vancouver,Furniture,Sofas,KLIPPAN Loveseat,3.0,773.41,0.0,2320.23,748.16,NetBanking,Second Class,No,Consumer,Omar Hassan,4.0,5.0,2023.0,2023-05-25,Excellent,ABC Distributors,Canada,585.16,32.25,232.02,KLIPPAN,9251777.0,        2-seat sofa,https://www.ikea.com/sa/en/p/klippan-2-seat-sofa-kabusa-dark-grey-s09251777/,180.0,66.0,88.0,IKEA of Sweden
O1268,2024-09-09,2024-09-14,CUST445,David Chen,Oceania,Sydney,Storage,Wardrobes,PAX Wardrobe,1.0,737.91,0.1,664.12,226.78,Credit Card,Standard Class,Yes,Home Office,Emily White,5.0,9.0,2024.0,2024-09-19,Positive,FurniMart,Australia,432.22,34.15,66.41,PAX,29385672.0,"        Wardrobe combination,          150x58x201 cm",https://www.ikea.com/sa/en/p/pax-wardrobe-combination-white-s29385672/,150.0,201.0,58.0,IKEA of Sweden/Ehlén Johansson
O1269,2023-03-01,2023-03-06,CUST662,Emily White,Asia,Delhi,Textiles,Rugs,VINDUM Rug,6.0,250,0.0,1500.0,540.0,PayPal,First Class,No,Corporate,Rohit Kumar,3.0,3.0,2023.0,2023-03-09,Neutral,OfficeHub,India,180.0,36.0,150.0,VINDUM,,,,,,,
O1270,2024-07-28,2024-08-02,CUST550,John Smith,North America,New York,Lighting,Lamps,LERSTA Floor Lamp,8.0,5.99,0.0,47.92,20.6,UPI,Same Day,No,Consumer,Anita Desai,5.0,7.0,2024.0,2024-08-02,Negative,IKEA Industry,USA,3.35,43.0,4.79,LERSTA,,,,,,,
O1271,2023-11-14,2023-11-19,CUST180,Kenji Tanaka,Europe,Berlin,Furniture,Tables,LACK Side Table,15.0,25,0.0,375.0,185.06,NetBanking,Second Class,No,Home Office,Karan Mehta,4.0,11.0,2023.0,2023-11-23,Excellent,Swedwood,Germany,11.5,49.35,37.5,LACK,60282186.0,"        Wall shelf unit,          30x190 cm",https://www.ikea.com/sa/en/p/lack-wall-shelf-unit-white-60282186/,30.0,190.0,28.0,C Halskov/H Dalsgaard
O1272,2024-03-27,2024-04-01,CUST883,Fatima Al Marzooqi,Asia,Tokyo,Kitchen,Dinnerware,OFTAST Plate,10.0,1.49,0.05,14.16,4.6,Credit Card,Standard Class,No,Corporate,Sofia Karlsson,5.0,3.0,2024.0,2024-04-06,Positive,Local Supplier JP,Japan,0.85,32.51,1.42,OFTAST,,,,,,,
O1273,2023-08-03,2023-08-08,CUST521,Lars Anderson,North America,Los Angeles,Furniture,Tables,LINNMON/ADILS Desk,4.0,260.12,0.0,1040.48,423.85,NetBanking,First Class,No,Consumer,Juan Garcia,4.0,8.0,2023.0,2023-08-11,Positive,OfficeHub,USA,137.91,40.73,104.05,LINNMON/ADILS,,,,,,,
O1274,2024-12-25,2024-12-30,CUST914,Maria Rodriguez,Oceania,Sydney,Lighting,Lamps,HEKTAR Floor Lamp,5.0,930.56,0.0,4652.8,1655.43,UPI,Same Day,No,Home Office,Aya Sato,5.0,12.0,2024.0,2024-12-30,Excellent,IKEA Industry,Australia,529.62,35.58,465.28,HEKTAR,,,,,,,
O1275,2023-01-18,2023-01-23,CUST444,David Chen,North America,Toronto,Storage,Shelving Unit,KALLAX Shelf,10.0,49.99,0.0,499.9,199.96,NetBanking,Second Class,No,Corporate,Omar Hassan,4.0,1.0,2023.0,2023-01-27,Positive,Swedwood,Canada,30.0,40.0,49.99,KALLAX,20275814.0,"        Shelving unit,          77x77 cm",https://www.ikea.com/sa/en/p/kallax-shelving-unit-white-20275814/,77.0,77.0,39.0,Tord Björklund
O1276,2024-06-22,2024-06-27,CUST740,Emily White,Asia,Tokyo,Furniture,Sofas,KIVIK Sofa,1.0,799,0.1,719.1,232.09,Credit Card,Standard Class,No,Consumer,Emily White,5.0,6.0,2024.0,2024-07-02,Neutral,Local Supplier JP,Japan,450.0,32.27,71.91,KIVIK,79305512.0,        Chaise longue,https://www.ikea.com/sa/en/p/kivik-chaise-longue-skiftebo-dark-grey-s79305512/,90.0,83.0,163.0,Ola Wihlborg
O1277,2023-09-05,2023-09-10,CUST610,John Smith,Europe,London,Kitchen,Appliances,TILLREDA Portable Induction Hob,3.0,957.28,0.0,2871.84,934.34,PayPal,First Class,No,Home Office,Rohit Kumar,4.0,9.0,2023.0,2023-09-13,Negative,ABC Distributors,UK,507.99,32.53,287.18,TILLREDA,,,,,,,
O1278,2024-04-05,2024-04-10,CUST798,Kenji Tanaka,North America,New York,Textiles,Rugs,STOENSE Rug,7.0,140.91,0.05,938.83,360.85,UPI,Same Day,No,Corporate,Anita Desai,5.0,4.0,2024.0,2024-04-10,Excellent,FurniMart,USA,93.24,38.44,93.88,STOENSE,,,,,,,
O1279,2023-08-15,2023-08-20,CUST131,Fatima Al Marzooqi,Middle East,Dubai,Lighting,Lamps,FADO Table Lamp,12.0,22,0.0,264.0,115.06,NetBanking,Second Class,No,Consumer,Karan Mehta,3.0,8.0,2023.0,2023-08-24,Positive,OfficeHub,UAE,10.0,43.58,26.4,FADO,,,,,,,
O1280,2024-12-19,2024-12-24,CUST888,Lars Anderson,Asia,Mumbai,Furniture,Chairs,ADDE Chair,15.0,11.2,0.1,151.2,65.25,Credit Card,Standard Class,No,Home Office,Sofia Karlsson,5.0,12.0,2024.0,2024-12-29,Neutral,IKEA Industry,India,5.92,43.15,15.12,ADDE,10219178.0,        Chair,https://www.ikea.com/sa/en/p/adde-chair-white-10219178/,39.0,77.0,47.0,Marcus Arvonen
O1281,2023-05-25,2023-05-30,CUST212,Maria Rodriguez,Europe,Berlin,Storage,Shelving Unit,HEMNES Storage,8.0,86.99,0.0,695.92,277.57,PayPal,First Class,Yes,Corporate,Juan Garcia,4.0,5.0,2023.0,2023-06-02,Negative,Swedwood,Germany,50.04,39.88,69.59,HEMNES,89931560.0,"        Bed frame,          140x200 cm",https://www.ikea.com/sa/en/p/hemnes-bed-frame-white-stain-s89931560/,154.0,,,IKEA of Sweden/Carina Bengs
O1282,2024-09-12,2024-09-17,CUST333,David Chen,Oceania,Melbourne,Textiles,Bedding,GULLKLOCKA Duvet,7.0,59.99,0.0,419.93,70.92,UPI,Same Day,No,Consumer,Aya Sato,5.0,9.0,2024.0,2024-09-17,Excellent,Local Supplier JP,Australia,42.0,16.89,41.99,GULLKLOCKA,,,,,,,
O1283,2023-03-05,2023-03-10,CUST521,Emily White,North America,Vancouver,Kitchen,Dinnerware,OFTAST Plate,10.0,1.49,0.0,14.9,4.86,NetBanking,Second Class,No,Home Office,Omar Hassan,4.0,3.0,2023.0,2023-03-14,Positive,ABC Distributors,Canada,0.85,32.61,1.49,OFTAST,,,,,,,
O1284,2024-07-07,2024-07-12,CUST755,John Smith,Asia,Tokyo,Furniture,Tables,LINNMON/ADILS Desk,5.0,260.12,0.2,1040.48,423.85,Credit Card,Standard Class,No,Corporate,Emily White,3.0,7.0,2024.0,2024-07-17,Neutral,FurniMart,Japan,137.91,40.73,104.05,LINNMON/ADILS,,,,,,,
O1285,2023-11-28,2023-12-03,CUST991,Kenji Tanaka,Europe,Madrid,Lighting,Lamps,LERSTA Floor Lamp,8.0,5.99,0.0,47.92,20.6,PayPal,First Class,No,Consumer,Rohit Kumar,5.0,11.0,2023.0,2023-12-06,Negative,OfficeHub,Spain,3.35,43.0,4.79,LERSTA,,,,,,,
O1286,2024-04-15,2024-04-20,CUST401,Fatima Al Marzooqi,North America,Chicago,Storage,Wardrobes,PAX Wardrobe,2.0,737.91,0.0,1475.82,497.35,UPI,Same Day,No,Home Office,Anita Desai,4.0,4.0,2024.0,2024-04-20,Excellent,IKEA Industry,USA,432.22,33.7,147.58,PAX,29385672.0,"        Wardrobe combination,          150x58x201 cm",https://www.ikea.com/sa/en/p/pax-wardrobe-combination-white-s29385672/,150.0,201.0,58.0,IKEA of Sweden/Ehlén Johansson
O1287,2023-08-29,2023-09-03,CUST777,Lars Anderson,Asia,Mumbai,Textiles,Bedding,FÄLTSKÄR Sheet Set,3.0,993.45,0.05,2831.33,970.08,NetBanking,Second Class,No,Corporate,Karan Mehta,5.0,8.0,2023.0,2023-09-07,Positive,Swedwood,India,504.6,34.26,283.13,FÄLTSKÄR,,,,,,,
O1288,2024-12-08,2024-12-13,CUST617,Maria Rodriguez,Oceania,Sydney,Furniture,Sofas,GRÖNLID Sofa,1.0,650,0.0,650.0,209.68,Credit Card,Standard Class,Yes,Consumer,Sofia Karlsson,3.0,12.0,2024.0,2024-12-18,Neutral,Local Supplier JP,Australia,350.0,32.26,65.0,GRÖNLID,29278101.0,        2-seat sofa-bed,https://www.ikea.com/sa/en/p/groenlid-2-seat-sofa-bed-ljungen-dark-red-s29278101/,196.0,104.0,98.0,IKEA of Sweden/Francis Cayouette/Ehlén Johansson
O1289,2023-06-19,2023-06-24,CUST880,David Chen,Europe,Berlin,Kitchen,Appliances,LAGAN Fridge,2.0,600,0.1,1080.0,360.0,PayPal,First Class,No,Home Office,Juan Garcia,5.0,6.0,2023.0,2023-06-27,Negative,ABC Distributors,Germany,350.0,33.33,108.0,LAGAN,,,,,,,
O1290,2024-10-29,2024-11-03,CUST957,Emily White,North America,Toronto,Lighting,Lamps,FADO Table Lamp,4.0,22,0.0,88.0,38.35,UPI,Same Day,No,Corporate,Aya Sato,4.0,10.0,2024.0,2024-11-03,Excellent,FurniMart,Canada,10.0,43.58,8.8,FADO,,,,,,,
O1291,2023-02-28,2023-03-05,CUST711,John Smith,Asia,Tokyo,Storage,Shelving Unit,KALLAX Shelf,6.0,49.99,0.0,299.94,118.96,NetBanking,Second Class,No,Consumer,Omar Hassan,5.0,2.0,2023.0,2023-03-09,Positive,OfficeHub,Japan,30.0,39.66,29.99,KALLAX,20275814.0,"        Shelving unit,          77x77 cm",https://www.ikea.com/sa/en/p/kallax-shelving-unit-white-20275814/,77.0,77.0,39.0,Tord Björklund
